,question,label
3362,what s a gpu again?,DIRECT
6303,hi bros and sis i will be studying msc data science this year as a working data scientist how would you choose your modules?,DIRECT
5187,you re familiar with github?,DIRECT
112,so ive got data from a survey in which 2 variables are related in the sense that they ask a persons condition before and after being affected by covid i want to visualize this data and what ive thought of is to create a new variable that calculates the difference between the 1st and 2nd variable and plots it following the same scale but ive seen that the data is left skewed and using the median values arent making sense when i plot them would you suggest a different approach? i can share the plots of the general data and with the median,DIRECT
5711,can you share the url?,DIRECT
4019,anyone done the probabilistic graphical models series on coursera? if so is matlab necessary hate it ?,DIRECT
3713,that s correct p jim is the ceo of hopsworks but also an associate prof at the kth university i ve attended a few of his lectures he is without a doubt in my biased mind one of the best lecturer when it comes to cs and ml out there not to push even further but he also just released the lecture 0 on the course one why ml serverless and kinda why should you care like a snack version of the course if you will ,DIRECT
1903,what happened to rust? lol ,DIRECT
4111,sup guys i need to start my data science thesis for my master and i have no clue on how to start are there any general recommendations i could receive?,DIRECT
870,what are you doing this for?,DIRECT
551,if you re able to create a little data sample and test what s not convincing about behaviour there?,DIRECT
4489,hey everyone if you re participating in a data science competition as a team of 4 how would you want your prize money to be split? through the platform or give the prize to the team leader and for them to split it?,DIRECT
6148,does anyone know where files save in google collab?,DIRECT
6032,i m a freshman in college so while choosing my major i was a little confused in choosing between cs and data science and i went with ds because i felt data science is blooming and would have a great future any thoughts on ds undergrad degrees and career opportunities? all thoughts and opinions are appreciated,DIRECT
1592,who are the graphs for? if you want to show your results to non technical stakeholders what you re going to do most of the time is plot simple graphs and add them to a powerpoint presentation ,DIRECT
559, what about this is unclear to you?,DIRECT
168,what s the purpose of your model?,DIRECT
4981,why didn t you use poetry?,DIRECT
3430,anyone have any resources or papers on scaling down ml stuff? im looking into deploying pretrained models on embedded systems and also just surveying the prediction compute time of various model architectures on fixed hardware,DIRECT
5391,you know what would save time? if you just asked your question instead of asking if there are people who can answer your question ,DIRECT
6513,did geom contour not work?,DIRECT
1826,to me it seems lonely for who is it belongs to?,DIRECT
4268,how does training loss play into val acc and train acc?,DIRECT
701,relatively new meaning you do have it open access to it?,DIRECT
3318, i did a visualisation of the fastest average internet in the world source is wikipedia but i guess its for you to judge lmao anyways what do you think?,DIRECT
1806,suppose i have many vectors which can take on any of three values 2 these vectors affect an outcome being predicted y vectors add together a vector a of the value 2 has twice the affect on y as vector a of the value 1 and also vector a and other vector b add together that is there are never interactions between vectors some vectors are very correlated with a small number of related vectors and the degree to which they are correlated is known precisely here is a difficulty there is a very large number of vectors features about 1 million however there are only about or so feature set outcome observations available for training and there are true non zero features different features have different effect sizes what is the optimal machine learning technique to predict y? i ve been told lasso would be a good choice but i want to hear other methods ,DIRECT
1780,what is a daily task of a data science employee?? what he does do from starting to end ??,DIRECT
607,r u getting the help now?,DIRECT
593,how can i transform relative coords of bbox to absolute?,DIRECT
2349,how is libre office calc compared to excell???,DIRECT
263,any help how to one hot encode my string labels? i do speech recognition and my tf dataset is path to file and it s label i have 8 classes which i need to classify with cnn my preprocess function which i implement on each element of dataset with map function python def preprocess file path label print file path label wav load wav 16k mono file path spectrogram tf signal stft wav frame length 255 frame step 128 spectrogram tf abs spectrogram spectrogram tf expand dims spectrogram axis 2 creates channel dimension return spectrogram label ,DIRECT
3809,i have a lot of columns where there is either 0 or 1 true false should this be transformed with one hot encoder?,DIRECT
1031,can i start my carrier in data analytics without degree ?,DIRECT
2331,let s say you wanna schedule data refreshes at 12am or something could you schedule it to run at 12 and then shut off once it s done?,DIRECT
1233,what kind of data is it? how high is high?,DIRECT
6659,hello im a software engineering student with a minor in statisitics did i make a mistake choosing this combination? or would i have been better off double majoring in cs stats se in my school is much more difficult and reputable hence my desicion,DIRECT
3051,how important is a deep understanding of relational algebra form for a typical data science roll? i say typical fully understanding there is not a typical role ,DIRECT
913,what don t you like? have you tried another university?,DIRECT
4260,you could do 1 then see how you felt about 2?,DIRECT
150,hi i have a task that is to do classification of headlines of news articles about 300 for now the topics are like this health technology sport is sdcamaximumentropy a fine way to do this? if there s better ways i would like to know for example using python ,DIRECT
989,how do yall practice pandas skills?,DIRECT
6597,that makes sense thanks my goal is to build a model to predict how long it takes to complete a certain run given some of those variables i haven t really done this before so do you have any advice on that? or any problems i might run into with this data?,DIRECT
867,hello everyone i am looking for internships and job opportunities coding or management leadership related work can anyone let me know if you have any internal opening roles to work on? paid i appreciate any help you can provide ,DIRECT
4547,how did you use colorful code here?,DIRECT
4304,anyone know how i can preserve order in a group by? select count as groupcount from user where user awesome yes group by date trunc month date creation date each time i run this i get the results in random order ideally i can sort by the same field that i am using to group by creation date ,DIRECT
1487,idk maybe i was being flippant i m guessing you ve googled it and found some results and are unsure how to interpret them? what are the results ? what about them is confusing ?,DIRECT
4823,do you have to post regularly or just hang around for it to happen?,DIRECT
6215,does data science as a career really have a definition? everyone i talked to who has the title of data scientist has done very different things,DIRECT
6219,out of curiosity where are you getting this data from?,DIRECT
665,why not use your network to get referrals?,DIRECT
896,anyone who has a pdf of exploratory data analysis by john tuck? its pretty expensive as a physical copy,DIRECT
6067, how many paragraphs after? i can see you either doing a regex split on the triple asterisk pattern and then filtering each block or using the asterisks to start your match and capturing until there s a newline ,DIRECT
6027,how are u finding that work with covid?,DIRECT
678,any recommendations for books materials for healthcare related data science? any resource would be helpful ,DIRECT
4479,guys do you know for code reports something better than rmarkdown?,DIRECT
4869,hey guys need some advice for course selection has anyone done information theory?,DIRECT
1433,the issue with all of these questions is that no one afaik knows you so do x do y is probably going be a yes freshers do get hired sometimes i m sure someone could learn pandas numpy in 6 months etc but you? how can anyone tell,DIRECT
1043,hi everyone i m now trying to do image denoising via sparse representation but don t know where i can find resources and codes to do the project would you give me some recommendations on it?thx so much ,DIRECT
5460,this is the instructions and i m on the drop other data than the close and the features for inference you don t want to feed time column into the model it s not a feature to base prediction on and then i think i ve set up the linear model and i m ready to fit train the linear model just not sure what or how to feed the model?,DIRECT
6592,anyone have experience doing aspect analysis? similar to sentiment analysis of text but more granular unit of analysis is the aspect seems similar to a topic rather than the entire document ,DIRECT
4564,the point of the scenario is that indeed sticking to one good company to learn more and do more networking or just risk it? i would go with the first,DIRECT
3833,hi guys can i ask for your opinions on ds salaries? i m a recent college graduate with a master s in applied mathematics and no actual work experience in data science i did work as a student consultant for a semester in college but that s it i moved to columbus oh with my wife for her work and i just received an email asking for my salary expectations before they can move me to the next stage i honestly have no clue what starting level salaries are in cbus and glassdoor has these insanely inflated numbers on their website that just aren t true what is an acceptable range? should i actually give numbers?,DIRECT
4123,and what is your issue with python s limited support for dynamic scoping? literally the only language with good dynamic scoping is lisp every language either doesn t have it at all more or less or has global only scoping like lua,DIRECT
894,how so? dirty data is dirty data someone gotta clean it up owning the pipelines doesn t mean less work for you,DIRECT
79,i ve felt like it was a good hands on for se would you think it s just bad from someone trying to learn stats for stats or just in general?,DIRECT
3417,going to need more context sorry can you give an example? i m not sure how what you ve just said ties into your previous comment about test training data ,DIRECT
307,kek you are asking a stranger on the internet to do your research for you ? that s a choice,DIRECT
1804,so my manager gave me this stuff i have a dataset and i have to construct a graph from the dataset where the weights of each edge will represent a particular relationship between 2 rows which are represented by vertices i have to construct a minimum spanning tree then i have to do some other things which is possible only if i traverse through bfs or dfs i have used the scipy library to find the mst and i have found the output of the test dataset to be in bfs is the output of mst always in bfs or dfs?,DIRECT
3909,yeah cause i just had a quick question in terms of landing my first data scientist job does machine learning and ai fall under the data scientist career path or is a data scientist a complete different job? also i m becoming more fluent in sql what should i learn whilst doing this?,DIRECT
1371,what did you find about it?,DIRECT
6361,i m currently transitioning to the data science field and was wondering if there was a sub group here of transitioners?,DIRECT
3726,could you please let me know from where you studied ab testing? i dont think any unis teach that stuff ,DIRECT
3708,are there any projects i can do to increase my knowledge in the data science field?,DIRECT
4884,how useful would weather over one year actually be? seems pretty useless to me too much chance for undetected outliers they should do a whole dataset discount for students instead of one year ,DIRECT
6516,are there any practicing data scientists in the chat?,DIRECT
1514,how couldn t it be?,DIRECT
590,i optimising my bounding boxes data like i described before dividing it by max element my rcnn is learning on it after i trained it and put as input some new data rcnn predicts relative coords and i need to transform them back it s the problem i know there re formulas how to do it but i can t find it am i doing this wrong?,DIRECT
1045,what happened ?,DIRECT
2758,sorry if i pry to much from your profile you got philosophy degree and ended up with ml? can you share a little about your story if you don t mind?,DIRECT
5913,what time is it for you? doesnt matter its friday,DIRECT
1558,if i have diferrent financial statements for different compnies what is the best type of database to use to store it ? currently using a lot of csv and just grouping together the fs for example i had 10 fs for company a then i grouped in one fs then i did the same process for company a b and c and so on what is the best databse to use?,DIRECT
2474,what is your background in data?,DIRECT
3459,where exactly is it explained how you actually compute these functions?,DIRECT
4258,okay thanks for that any resources you d like to recommend to get started with this? i recently saw an architecture which talked about rest apis flask python to build the entire product not sure how it s all connected ,DIRECT
836,how many gigs do you have on average in dataset?,DIRECT
1750,thanks for the sheet perhaps you could help me suggest a model i m playing around and want to find a pattern between stock trade plans i create i will be providing values of open close high low and volume of multiple candlestick maybe 60 do you have a suggestion what s a good model for this? i want to create the ml so that it can just create the tradeplan for me when i input candle values something like that ,DIRECT
6605,hmm okay what about in terms of storing the data? like would it be bad to just throw each match into a csv file with like team 1 name column 1 team 1 player 1 column 2 etc etc etc,DIRECT
1269,where does it say that?,DIRECT
165,guys i m in my second year in the unevarsity of stat and after one year i will study mester in data science i spend all my time on learning math without doing anything else i m scared that i m wasting a big time with math any advice? deos it worth it to spend all my time on learning only math as i m preparing myself for a mester degree in data science?,DIRECT
2129,well i guess data science really does make sense i don t know what that ai minor is though is it some high level courses about concepts etc instead of a more technical approach?,DIRECT
5157,i think it s you re looking for?,DIRECT
745,hi guys could someone recommend me udemy coursera or any other courses that teach model training for sales forecasting?,DIRECT
3113,what the problem?,DIRECT
6573,would you guys recommend learning advanced excel to people who know sql python and a little r? does it add much value for a data analyst ,DIRECT
749,while you re at it how can i make people read docs?,DIRECT
5486,how re you going to define where someone should be on the compass?,DIRECT
1357,what does 20 yoy mean?,DIRECT
1486,so you ve asked bard and then what did you look into any of the suggestions ? are they real or hallucinations? ,DIRECT
6147, does anyone know where files save in google collab? upload files in google drive and link to google collab,DIRECT
6711,hey so quick question when looking at the data for covid19 to get an accurate survival rate you should do deaths recovered deaths right? or is there a better way? there s an image going around that seem to be portraying as the survivability rate and i don t know where they re getting that from i know it s probably false though ,DIRECT
4503,what s the resource?,DIRECT
4639,does anaconda need 32gb of ram?,DIRECT
466,in a gpt context length determines 1 the size of the self attention tensor and 2 the size of the rnn recurrent vectors correct? also how do i get access to the ml gen ai channels? ,DIRECT
6543,how would you guys break this problem down? i want to answer which country is turned away the most ie total negative outcome total outcomes ,DIRECT
1072,what do you mean by that?,DIRECT
832,why? do you guys have des?,DIRECT
6639,oh i ve not heard of it what was the data?,DIRECT
5171, the latest version of jupyter notebook in vscode has lot of improvement can you copy output from vscode? i was unable to for example if you do print thisis something can you copy the cell output? it didn t let me i m using mac ,DIRECT
1958,what kinda of graph compute are you running?,DIRECT
6201,hello everyone i ve always coded in r and now i am learning python language for multi purpose programming how do you not get confused between the two languages?? my console keeps throwing error messages because of silly mistakes ,DIRECT
1723,oh cool this is nothing to do with tech then it s bad headspace just apply the stop principle stop coding take a step back physically from the computer observe how you re feeling without getting caught up in it i feel like i m not good at this without proceeding to so i shouldn t be a coder i ll never be good at this proceed mindfully how can you be most effective right now at getting better at coding? is it asking someone else to help explain that concept? is it re reading it later? taking a walk? i ve sometimes written down the problem and solution in a notebook and gone out to get coffee it s easier to think about the issue when i ve got no tech near me ultimately it s not effective to stew on the feeling of whether you re good or bad at this what s effective is finding a path forward ,DIRECT
1025,is this method trial and error brute force the best possible?,DIRECT
2742,have llm to do tasks or use it to label data for smaller models to the task?,DIRECT
5998, can someone tell me what outlier is? its a book by malcolm gladwell decent read ,DIRECT
5575,can i start kaggle as a begginer?,DIRECT
6524,probably can you tell me what is your job?,DIRECT
1431,do you have projects online that you can reference ?,DIRECT
320,what educational background?,DIRECT
6439,i m trying to build a recommendation system and then deploy it through a web app so other people can use it what is the proper framework through which to do this to maintain scalability? i d like to give as close to real time recommendations as possible ,DIRECT
426,i m using only sentences here but given the headline title description maybe i could do something more effective here?,DIRECT
5562,god i need to finish up some data analysis projects to help get a new job but i feel like every time i start one it takes a long time to finish and then it often doesn t even work i don t know what this would even be like but does anyone know of any resources that would just help me to do a project? i know pandas scipy numpy sql how to clean data basic statistics i know how to perform basic machine learning algorithms like logistic regression random forest regression etc but i just find it so hard to do and complete successful projects maybe i keep thinking too big? or maybe i m just not good at this? i have no one to mentor me through this process and i just don t know what to do next edit maybe i m just venting lol edit 2 the project i just spent a lot of time on was predicting the oscar winners from the last twenty years based on rotten tomatoes scores and other factors it worked pretty abysmally which i should have anticipated ,DIRECT
4897,talking about gpu what you guys think about the new rtx a that will be on sale this october is it good for ml dl performance?,DIRECT
4744,why can t i send a massage through these servers?,DIRECT
1010,how do experienced folks here retain the things they ve learnt i have done quite some projects but whenever i start a new one it seems i ve forgotten everything i did in the psat do you all write everything down and memorise it? i wanna remember stuff and feel more confident about my skills ,DIRECT
763,can you recognize from the images?,DIRECT
4065,what kind of sorcery do you guys use when an entry junior level position require 3 years of experience?,DIRECT
204,i want to make a complete end to end data science project should i create my own dataset or can i just use a public dataset does the source of the dataset matter that much in a resume? and what can i do to make my project stand out on a resume? thanks ,DIRECT
5906, do you know where i can find tda on non spatial data? all my searches are for spatial and same for kaggle,DIRECT
1456,can you maybe share some context? in this case context could be the role description or details check on career site so if anyone in the industry can get a clear view of what exactly your role expects from you accordingly advise something ,DIRECT
3606,do you work as a ds rn?,DIRECT
4797,hello am staring with sql and python this group is great but far to advanced have trouble finding good discord at a lower experience level are there any this community knows?,DIRECT
6257, can you pastebin the full error?,DIRECT
5911,what book does it use?,DIRECT
3216,hey all happy sports day can anyone recommend a package for guessing text encodings? i have 20k files that need to be sniffed and converted to utf 8 and chared and chardet aren t working even 80 accurately for me so far ,DIRECT
53,hello i wanted to ask how hard is it to get a job as data scientist with no work experience? is there anything you should do except getting a degree and learning new stuff in your free time?,DIRECT
1327,hey guys i have an introduction to machine learning class and i m searching for an idea for our final group coursework for this class i need some inspiration here is our task the goal of this project is to make you learn machine learning by trying to solve a task with it first choose a question that you will have to answer using machine learning we expect that your question pertains to a model algorithm or an application then conceive a study that will try to answer your question your study will need an element that is new for example it could be a variation of an existing algorithm or the results of an existing method on a new dataset do you guys have any idea that could inspire us? we would like to do something using neural networks our first idea was to use a dataset of reddit s amitheassohole posts and try to predict if the op is an asshole but we are currently exploring other ideas because it seems like our idea was pretty much already done multiple times especially with chatgpt we couldn t find something new i ve been thinking about using the ultimate ufc dataset on kaggle and try to predict fight outcomes but i m not sure still thanks in advance ,DIRECT
817,i have seen this as a pattern with people are you indian why does that matter? are you less likely to be polite if we are not? is my ethnicity that important for you to learn a new material?,DIRECT
6292,where do they see the foreign country? only on your work experience,DIRECT
909,as a non quicksightian what s the thing stopping you?,DIRECT
1407,that s sad but could you suggest me some good startups where i can apply?,DIRECT
4293,some what re you doing?,DIRECT
5731,anyone use vscode? why does it sometimes open a single tab and replace that tab when i click a file from the browser instead of opening it up in a new tab? it s annoying,DIRECT
5228,i m curious if there was any recent study or research paper you read could be a few years old that fascinated you guys and what about it stood out?,DIRECT
1402,heyo question if you analyse data from a certain data set with different scopes needed for that data for answering different research questions and that data you need to pull from sql is it quicker to analyse is bottom up e g pulling what you need for each question you need to answer seperately or prepare the data holistically in a more top down way?,DIRECT
6050,how d it work out for you?,DIRECT
4787,i just finished my module in r tomorrow i start learning sql in you guys own opinion which is easier and which is used more in ds? it seems like most places i have looked into job wise requires python and sql ,DIRECT
3615,have any of you worked in ocean chemistry or ocean climate related fields? i have been working on some datasets and i am struggling with some new terms and to analyse the whole situation i got to understand them can anyone please help to understand or show some links or resources on those keywords? thank you ,DIRECT
1851,id say you do sure i am not an expert so its just my opinion i mean if you already know how to code why don t you try implmenting what you learned into coding?,DIRECT
1128,does anyone have experience with vader for sentiment analysis? is it the best free method of performing sentiment analysis? i have a bunch of customer cases from salesforce that i wanted to analyze using vader after stripping out stop words i know fuck all about this but thought it d be an interest work project ,DIRECT
2214,its more smooth than others i mean its not wrong wrong but its still wrong what if you start doing comparisons? like that might be correct?,DIRECT
4871,hello everyone hope you all are doing well i am currently in a phase where i would like to transition my career to a technical role possibly something involving data science i could really benefit from your insight on few things that i want to know before i proceed i promise i will keep it simple and brief i would like to know your thoughts on short online courses such as the ones that are being offered by stanford mit university of texas etc which are pertaining to data science and business analytics do these courses really hold any value? like i have seen so many people getting an ibm certification in three months does this really help in the corporate side?,DIRECT
4624,do you recommend anything from udemy?,DIRECT
786,can you link an article post you ve found on the topic and explain what you find confusing about it?,DIRECT
6242,how big is it?,DIRECT
1597,does a model learn from predictions ? or only from training my thinking is no cause the model still doesnt know if the prediction is right it cant base and predict in the ffuture on something it is not sure about but thought i would ask to confirm ,DIRECT
2729, also did you even encapsulate it as a string? ,DIRECT
5923,i still think the idea from yesterday about having a presentation event is a good idea even if a presentation is a bit more effort than most of us are willing to stretch to right now instead what about a favourite paper discussion? people propose a paper that they really care about understand and a few people are in the voice channel to talk about how it works the impact of it ,DIRECT
5659,how about doing something using a kaggle dataset?,DIRECT
6058, what s with you and mwe?,DIRECT
6610,can someone help me? why it say error? im trying to adding the folder path of test to the variabel and i copy the folder path from the left and paste it but when i try to run it it said folder didnt exist?,DIRECT
6706,do dimensions in data warehouses have to have concept hierarchies?,DIRECT
4937,how do you guys version your code if your doing etl eda?,DIRECT
6326,ok could you find one?,DIRECT
4989,do you think i should work on making a model for fake news classification host the model and make a chrome plugin? when the user visits a site he gets a feedback if its fake or not?,DIRECT
1918,next thing couldnt think of something running on that phone you would need a high image resolution and quality therefore it would be like 20 times more input data than most current used models that cascades into more and more parameter deeper network and all that stuff x 300x 300x300 is the currently most used resolution in this case just an assumption next interesting thing white balance there is no real perfect white balance method you could use a grey card that would be the most reliable but therefore everyone owning the app would need a grey card which has right from production the same color as the one the camera of the training got calibrated on next thing brightness in every spot in the world is a little bit different brightness sure you wouldnt need to be that specific but you would need a spot where your skin gots the perfect light why all this? if you want to do it as diagnosis it must be accurate cause if something goes wrong etc everyone will go ahh bad ai stupid stuff and you as the dev gonna get some problems,DIRECT
2239,i have had good results with cases where i tuned a large model on a much fewer images than you have maybe you have something wrong with your training? try lowering the learning rate as a starter,DIRECT
371,what s stopping you from fetching data from s3?,DIRECT
4256,what is your field of interest?,DIRECT
1733,where s your question?,DIRECT
5990,this is just for personal use to use something other than excel for account value tracking so i am open to it being less optimal than something i would present in a work setting think i could make it work with separate csv s one per account and maybe just make button inputs?,DIRECT
5578,hey does anyone have any resources for data management?,DIRECT
100,ffi have two options i can either go to an average university or go to a university ranked top 300 in the world known as the best engineering university in my country if i go get m degree at the top 300 one it will take me an extra year to achieve the bachelor because i will have to do some extra stuff for grades or i can do the average uni in 3 years what would u chose? help me chose please,DIRECT
355,also generally for research roles arent masters or phd students preferred?,DIRECT
1135,i just started learning how nn works and i tried to fine tune my nn i used mnist fashion dataset and i got only 90 val accuracy which is nothing it was tuning for 2 hours my code on screenshot but i used next numbers to fine tune learning rate what s wrong?,DIRECT
2648,if i name my course the complete data science course and machine learning show my course outlined by using big words like svm k means and have high ratings how would you know it js legit without having access to check the video content yourself?,DIRECT
2978,hello guys someone can reccomend some course on coursera to get easly in job stage in data analytics? i have stat background but cheap coding and tool ,DIRECT
660,it depends on what youre looking at since those are used for classifiers what algorithm is giving you this issue? are you doing classification?,DIRECT
3001,what do you mean?,DIRECT
2797,have any of you guys found when working with neural network time series that scaling the target variable drastically helps?,DIRECT
1099, what methods of regularization do you use the most often in dl? like l1 l2 reg monte carlo reg max norm and so forth?,DIRECT
3730,hi guys recently i got a rej except the bs ab testing part what should i do to strengthen my ml background for interviews? is reading a book such as prml or esl enough?,DIRECT
668,why do you expect it to be small?,DIRECT
3381,can you link said example?,DIRECT
5270,how does py and r compare with matlab?,DIRECT
113,if i make a dontasktoask bot and it works can it be implimented here? i m finding out that my main interested is nlp so my first big project is probably gonna be this,DIRECT
4792,got it so the auto correlations dying quickly simply means that the price within the same sector cannot trend in one direction for too long?,DIRECT
2904,i see what beginner resources you recommend then before ug?,DIRECT
2912,where should i find the resources for it? coursera? books? or you mean degree?,DIRECT
2043,thx one more question any udemy classes u recommend?,DIRECT
3292,so you have a job description and you re asking us without any context? how is that reasonable?,DIRECT
693,i get what you mean but what answer couldn t be instantly googled ? if someone asked a question along the lines of referencing a particular analyst role and questioning what might be expected for it that d be different i m happy to hear suggestions though,DIRECT
1426,do companies send test link to everyone or to selective ppl?,DIRECT
1943,okay this isn t really followable at all it looks like rambling if you want to write out expressions try latex or rewrite things a bit because immediately you introduce terms without balancing what is ppt and ppm? and 0 is obviously not 109 so you have messed up somewhere probably on your way to state sqrt sin ppt 1ppm,DIRECT
3868,nah i mean what s the objective of type inference? are you reading from a csv is it to improve a model by selecting more appropriate types?,DIRECT
2332,has anyone ever used dtale or can recommend something similar that is a gui to analysis on a pandas data frame? i m trying dtale to make histogram bar graph of the count of each string in a column but i m having issues with it ,DIRECT
83,from 6 variables based on patient admission unitid patientid admission date discharge date admission time and discharge time how can i calculate the number of beds?,DIRECT
814,i also know letter of recommendations internships projects and research but what are the few dealbreakers for a great university if i don t have for a master s resume?,DIRECT
2900,do you think hands on machine learning is good for starters?,DIRECT
5860,i think the take home is frequently easier to cheat the main issue is that take homes usually have a high expectation of time spent and the companies are unaware of the actual time people spend like if you believe you re a good candidate but not a strong one and the interviewer asks how much time you actually spent are you really going to be honest?,DIRECT
4978,hey guys i have a question i have a dataset with all discrete data for example i have one attribute called speed limit with domain 90 and values another attribute with domain 3 i tried both multinomial and gaussian model to classify them and its not very accurate what type of machine learning algorithms can i use?,DIRECT
5073,hello all are there any hard and fast rules for open source contributions?,DIRECT
3418,but what if the independent and dependent variables dont actually have a correlation? i feel like making that assumption could be an issue at some point,DIRECT
2966,i see at this point i don t think going back to school is feasible for me due to visa and personal situations i want to do something about this while retaining my job do you have any suggestions?,DIRECT
2276,hello i m a newcomer in this field as i just joined college for data science so where should i start?,DIRECT
1419,how do i start building my first model?,DIRECT
2504,hi all i don t know where to ask this but does anyone use apache spark? i have probably spent 2 days trying to download this on virtual box on my own machine and even tried using databricks but each method is proving to be a stretch to download has anyone installed this on their own computer windows recently?,DIRECT
5266,i meant like a 3d environment as in a game i originally wondered if i could make an env in unity which would run without displaying to make it faster then to use an api to allow the agent to send commands and also to get an image of the env rendered from the agent s perspective could this be done in matlab?,DIRECT
2878,a more personal question but how do i know if i actually like computer science? i m quite interested in it and never procrastinated so far but i m afraid i might stop the enthusiasm when a tough topic appears,DIRECT
3458,what i don t understand is how exactly i m supposed to put that there am i to put the image matrix and calculate the product?,DIRECT
1722,how long did it take for you guys to become a data scientist?,DIRECT
5631,i havent started at all atm im in my 2nd yr of college and we just finished our stats content and decided to do a little project for the first time i want my topic to be cs related like nothing over the top but i just dk what i should investigate i was thinking mean amount of lines coded in a given 1 hour period and compare a2 vs as but i mean the outcome would be pretty obvious?,DIRECT
6509,why do you say that?,DIRECT
6619, no error just lack of knowledge i m trying to understand this scenario assuming you have a cluster with 4 nodes initially the 4 sentences are distributed onto the 4 nodes each sentence on a node how to count each word in the file using terminal?,DIRECT
2844,i can speak for the medical domain but you can probably extend this to business let s say we want to know how the placement of a stent will impact patient outcomes the first question is what kind of data do we need? what do we define as the outcome what are relevant variables and confounders how many subjects do we need what kind of distribution of subjects do we need etc so you get the data you plug it into a model and get some results if you are interested in explaining what happened you might use linear regression and then analyize the data using statistics to determine what variables are important and how they impact the outcome if you want prediction you might train a neural network and then see if your predictions are any good under what conditions and what is the goodness of fit etc again using statistical measurements and tests ,DIRECT
3574,does anyone care about gpa anymore? i d personally remove that,DIRECT
1512,and i wonder if i start learning those skills now by next september even without a degree will i have any chances that i will be able to get an entry level job in ds?,DIRECT
6568,what is this linux based? gpus don t have operating systems,DIRECT
5554,why would this need dl to predict though?,DIRECT
6553,are you sure those are percents? what are your outputs?,DIRECT
1536, what do you think about this curriculum? ,DIRECT
4357,probably depends on what the startup wants to track how are they funded? are they selling products or services ? what is their business model?,DIRECT
232,is anyone here an encryption or authentication expert? im curious about like the future of image or content sharing how reliable is tagging content made by genai so that people can track if its a genai image or whatnot,DIRECT
1021,i didn t understand you here why is that?,DIRECT
5125,i am doing ks test between 2 sample and getting p value of 1 even though they are very different from each other i am using stats ks 2samp library and samples are of different length and they are around value in each sample why am i getting a high p value?,DIRECT
2434,how many labels do you have in your x axis?,DIRECT
2355,so it sounds like there are non parametric models that account for things like seasonality trend etc it would seem you can apply things like prophet to get a relatively accurate model? but also that seems sus ,DIRECT
2469,does anyone know why i get a different result from an sql query in a databricks notebook every time?,DIRECT
5824,bit of devils advocate here but wouldn t you agree that in many circumstances its a waste of resources and or an ethical dilemma to collect too many samples? examples animal experiments shared resources amongst many projects drug discovery for control of an active disease yeah i know you probably want better than p for vaccine efficacy using inferential stats but in that regard once you have set your criteria for significance why collect a bigger sample?,DIRECT
3198,do you guys pay for reading material if so? what are they?,DIRECT
1101,any suggestion for my resume? the cropped part is basically private data like name phone email should i transform the project description into bullet points instead to make it less wordy? i m applying for junior data scientist role only have experiences from my internship and not exactly data related either it s a app developer mainly product management and mobile app engineer ,DIRECT
4736,can it it run locally?,DIRECT
344,sv member?,DIRECT
6130,is there an easy way to calculate distance from hospital? i guess i could do some map api?,DIRECT
5865,does anyone know where i can get access to historical gas prices by state starting from at least ?,DIRECT
592,it s a bit of a wild q though it s like saying i m standing 5m from my friend how do i work out how far i am from paris? ,DIRECT
3258, isnull sum why it can count boolean value?,DIRECT
1430,do hfts use rust a lot?,DIRECT
2975,okay so under what conditions would that be valid python?,DIRECT
31,guys can i become a data scientist or an ml engineer with bad grades at school but i just started studying higher mathematics so far i ve only studied linear algebra do i have a chance? or should we change direction?,DIRECT
2654,idk what s your lung capacity?,DIRECT
5465,how many rows do you have?,DIRECT
4345,what i want to know is how can i show purpose?,DIRECT
1458,can t you ask the person who referred you?,DIRECT
1885,do data scientists need dsa?,DIRECT
6346,what neuro stuff do you do?,DIRECT
531,does anyone know where i can find an in depth guide to using sklearn s pipeline api? there are some nuances i am trying to work out ,DIRECT
351,hey everyone i just started studying data analytics by myself would you recommend to start with google data analyst certification as a first course to gain a solid base? any recommendations? thank you ,DIRECT
4488,question hypothetically could alphafold help predict other things than protein structures?,DIRECT
6618,it s normal i ve seen a lot of people like that when they re just coming out of their masters it s a very important skill that you should practice just sit in front of your jupyter notebook with your csv loaded in pandas or numpy and try to come up with 10 interesting questions about the dataset at the start they should be very broad what s in the data? what does it represent? what do the columns mean? how was it collected from whom? how are the values in the column distributed? then as you gain a better understanding of the basics you can start asking sharper and sharper questions what are the modes of my population? does this sub population behave differently with regards to this attribute? ,DIRECT
943,how can i start performing object detection? for example i do not even know how to create a train and test set there are tons of garbage information that does not mean anything everything is abstract somewhere there is information that i need to convert the coco format to a tf record on another site i found that this is optional where can i find a normal guide on how to get train test val data to convert coco to tfrecord? i want to perform tensorflow object detection ,DIRECT
5021,i graduated with an ms in statistics officially dated for may actual completion august i also completed an internship in may i have been looking for data science and related positions for my first post graduate position since then and am getting concerned about having a gap i m having friends and family suggesting i take things like actuarial exams just to make me look like my time has been busier etc if i were to do exams or certifications i d want it more focused in my data science skills or gaps in my skills does anyone have thoughts?,DIRECT
1170,i think a part of the issue is understanding the logic too here appreciate the assistance so in the case where we have a constant function we can choose any delta above 0 and hit the mark?,DIRECT
1658,what is the problem then?,DIRECT
6404,how can i make this code work? py df pd dataframe for i in range 5 df test i i want df test to contain numbers 4,DIRECT
